,id,date,username,name,tweet,language,sentiment,positive_score,negative_score,neutral_score,mixed_score
606,1354380772380127244,2021-01-27,alaa_alshakly,علاء الشيخلي,يعني على الاقل يكون لهم لبس موحد وما يكون جاي بملابس بيت غير عمليه بل احيان غير لائقه لان هل شيء يأثر على صورتكم امام العملاء بشكل غير مباشر  بالختام اتمنى لكم التوفيق مع ضروره الاهتمام بمستوى جودة خدمة العملاء   شكرا لكم .. @GoRafeeq,ar,,,,,
607,1354379817408483328,2021-01-27,alaa_alshakly,علاء الشيخلي,ثاني شغله ، ان السايق يوصل ويتصل لك وتقوله جايك ويتم يتصل فيك لين تجيه وكل الموضوع دقايق بس ؛ وهذا لازم يتم تبيه السواق له ثالث شغله ، عدم وجود خرده عند اغلب السواق رابع شغله واعتذر على ذكر هذي النقطة ، ولكنها من اهم النقاط ، وهي نظافة السواق ومظهرهم  @GoRafeeq,ar,,,,,
609,1354379031962132482,2021-01-27,alaa_alshakly,علاء الشيخلي,السلام عليكم .. الاخوه في شركة رفيق  ، هذي مجموعه من الاقتراحات الي اتمنى تاخذونها بعين الاعتبار لان الوضع محتاج تعديل وتدخل من قبلكم .. اول شيء موضوع ان السايق يطلب منك الوكيشن وانته اوردي حاطه في التطبيق مزعج بعض الشيء .. @GoRafeeq,ar,,,,,
610,1354337565231489026,2021-01-27,9_ba12,𓆩𝐁 𝐀 𝐃 𝐑 ¹𓆪,@Nasser_Alwobair @GoRafeeq تستاهل واللهه ي ناصر فالك التوفيق والنجاح 🤍,ar,,,,,
611,1354319410719322113,2021-01-27,al3oshi,Aisha Albinali,@ButhainaAlHail @kholoudQatar14 @GoRafeeq تفاعل والله,ar,,,,,
615,1354309314442391552,2021-01-27,kholoudqatar14,Kholoud Al-Hajri,@GoRafeeq اي حل كل مره اتصل فيكم واتواصل معاكم ما تسون شي,ar,,,,,
616,1354308998195982336,2021-01-27,kholoudqatar14,Kholoud Al-Hajri,@Dee__RA @GoRafeeq صحيح ضروري سنونو,ar,,,,,
618,1354308308270780416,2021-01-27,dee__ra,الـدانـه بنت راشد,@kholoudQatar14 @GoRafeeq ادعم سنونو عزيزي 😊,ar,,,,,
619,1354307866077900801,2021-01-27,buthainaalhail,Buthaina A. Al-Hail,@kholoudQatar14 @GoRafeeq لازم لما نطلب من رفيق يتأخر الطلب فوق الساعه ويضيع اللوكيشن مستحيل يوصل الطلب بدون ما نكره حياتنا .,ar,,,,,
620,1354305154586210304,2021-01-27,kholoudqatar14,Kholoud Al-Hajri,@GoRafeeq  اسوأ خدمه توصيل للأبد والكل يتفق معاي رفيق تطلب يطلع لك ساعه مده التوصيل يوصلك الطلب بعد ساعتين او ٣,ar,,,,,
621,1354248294906683392,2021-01-27,_ali_abdulla_,علي بن عبدالله,@Nasser_Alwobair @GoRafeeq وننتظر النسخة منك وزيارتك لنا قريبا ان شاء الله ❤️,ar,,,,,
622,1354221410500145155,2021-01-27,7la1_,حلأآلشمري.,@Nasser_Alwobair @GoRafeeq متأكده انه رائع مثل اللي قبله وراح يكسر الدنيا ♥️.,ar,,,,,
623,1354209408704782336,2021-01-27,itfa9el,وطبان الشمري,@Nasser_Alwobair @GoRafeeq الف مبروك ياصاحبي والله يوفقك تستاهل كل خير ومن نجاح الى نجاح بإذن الله 💙,ar,,,,,
624,1354203064887091202,2021-01-27,nalwobair,قصائد ناصر الوبير,@Nasser_Alwobair @GoRafeeq مبروك لك ومن نجاح لنجاح يارب,ar,,,,,
625,1354187193259065344,2021-01-27,hilal59_,وردة H.F.c💙🎻,@Nasser_Alwobair @GoRafeeq االف االف االف مبرووك كل التوفيق والسعادة في دربك يارب 💙💙 ... انا واجهتني مشكلة مو راضي يقبل التسجيل ف الموقع !!,ar,,,,,
626,1354181947405324288,2021-01-27,6n_aaz,اوسكار # الزعيم -العالمي,@Nasser_Alwobair @GoRafeeq الف مبروك,ar,,,,,
627,1354172063452434433,2021-01-26,moh_ahmad_96,𓂆عودي يا امي,@Nasser_Alwobair @GoRafeeq  https://t.co/nECZsmJzqy,und,,,,,
628,1354155984743243777,2021-01-26,daanh58,دانـه💙,@Nasser_Alwobair @GoRafeeq ماشاءالله ع البركة موفق🌷,ar,,,,,
629,1354155395636469760,2021-01-26,dr_m_alsaleh,د. محمد الصالح,@Nasser_Alwobair @GoRafeeq ألف مبروك شاعرنا العزيز 🌹,ar,,,,,
630,1354137622713659392,2021-01-26,3h11no89y4r5azb,عبدالعزيز,@Nasser_Alwobair @GoRafeeq بالتوفيق,ar,,,,,
631,1354137564513492996,2021-01-26,moh_ahmad_96,𓂆عودي يا امي,@Nasser_Alwobair @GoRafeeq ألف ألف مبروك  من #الاردن سما عمان ل #قطر سماها الدوحة يا بو نهار,ar,,,,,
632,1354134454709743618,2021-01-26,roofaa200,روفآ..،,@Nasser_Alwobair @GoRafeeq كل التوفيق لك,ar,,,,,
633,1354126759130787843,2021-01-26,amal09153475,Amal 💙,@Nasser_Alwobair @Tmblryt @GoRafeeq الف الف مبروووك ياشاعرنا💙💙💙,ar,,,,,
634,1354125361076953088,2021-01-26,__ill40,خـاَء.,@Nasser_Alwobair @GoRafeeq ممكن يجيني هديه🥺💙!!.,ar,,,,,
635,1354119993248636928,2021-01-26,abuhamadf15,Abdulaziz ALShammari,@Nasser_Alwobair @GoRafeeq الف مبروك يابناخي ❤️,ar,,,,,
636,1354119962667974657,2021-01-26,aalduhoky,Aronk Alduhoky,@Nasser_Alwobair @GoRafeeq Congratulations,en,,,,,
637,1354119487679844353,2021-01-26,_himo_999,ابراهيم الصالحي,@Nasser_Alwobair @GoRafeeq مبروك وفقك الله .,ar,,,,,
638,1354119181399109636,2021-01-26,fiit091,"مُلْهمَه🦋🤍"".",@Nasser_Alwobair @GoRafeeq اخيراً 🤍🤍🤍🤍🤍🤍,ar,,,,,
639,1354117430965104641,2021-01-26,centarawestbay,CentaraWestBay,Perfect blend of flavours and unique spices!   Savour variety of delicious Thai dishes from Thai Kitchen Menu daily through delivery Apps #Talabat #Gorafeeq  https://t.co/lY55s9ec7z #Snoonu #Fingertips  For menu &amp; details:☎️40095530  #ThaiKitchenbyCentara #capricedoha  https://t.co/afgQ7yddZN,en,,,,,
640,1354117366834196480,2021-01-26,alzahraa_28,``زهره♥︎``,@Nasser_Alwobair @GoRafeeq بالتوفيق شاعرنا  بتستاهل كل خير ❤,ar,,,,,
641,1354116833159294978,2021-01-26,mag00_,MAG.,@Nasser_Alwobair @aiwjaee @GoRafeeq العطر يجي هدية مع الكتاب؟,ar,,,,,
642,1354116382732988419,2021-01-26,n00n_s,ْ,@Nasser_Alwobair @GoRafeeq بتستاهل كل الخير ، فالك التوفيق والنجاحات ان شاء الله مابيكون اخر أصدار,ar,,,,,
643,1354116342069268482,2021-01-26,alnassanz,Raya Z Alnassan,@Nasser_Alwobair @GoRafeeq ألف ألف مباارك... صاحب الشعر الجمييل...💮,ar,,,,,
644,1354115927227457536,2021-01-26,otibi_31,AlOtibi .. 🎻🐎 🇰🇼🇸🇦,@Nasser_Alwobair @GoRafeeq الف مبروك والله يجعله فاتحة خير عليك,ar,,,,,
645,1354115692585431043,2021-01-26,iblue3_,زُرقه.,@Nasser_Alwobair @GoRafeeq اخييييرًا.. مبروك🥺🤍🤍🤍,ar,,,,,
646,1354115289672253440,2021-01-26,nasser_alwobair,ناصر الوبير,تم تدشين كتابي الجديد ( إنكسار ) .. كتاب يشابه الـ ( أ )  في الانتصار والانكسار .. متوفر الان .. في جميع دول الخليج على ابلكيشن رفيق @GoRafeeq  رأيكم يهمني ياغالين 💛  https://t.co/6EqSX4Var6,ar,,,,,
648,1353621641373347841,2021-01-25,tbakh_alwaldah,طباخ الوالدة,• طبخة الوالدة دجاج •  للطلب والاستفسار يرجى التواصل على الأرقام التالية: ٤٤٤٤٦٧٦٧ / ٤٤٤٤٠٨٧٠ / ٤٤٤٤٠٧٨٠  أو يمكنكم الطلب عبر التطبيق الخاص بنا أو عن طريق تطبيقات التوصيل carriageqatar @gorafeeq@  https://t.co/sUidzF5WhG,ar,,,,,
649,1353587604663529472,2021-01-25,bo_jana2011,قطري وافتخر,@GoRafeeq 🙃🤔,und,,,,,
651,1353557138879242240,2021-01-25,qatar79,Eisa Al-Hemaidi,@aalharami @GoRafeeq,und,,,,,
652,1353556000327028736,2021-01-25,aalharami,د.عبدالرحمن الحرمي,يسعدني أن أبدا رحلة تواصل جديدة معكم بعد انضمامي إلى GoRafeeq@  حيث ستكون مهمتي المسؤولية المجتمعية وكل ما يتعلق بالأسرة والطفل وستصلكم رسائل كثيرة في هذا المجال .  https://t.co/UgVWCBu9pf,ar,,,,,
653,1353418737274269783,2021-01-24,bo_jana2011,قطري وافتخر,@GoRafeeq اشدعوه اطلب اغراض من الجمعيه ما توصل الا عقب ٤ ساعات. 🙃🙃,ar,,,,,
655,1353365960661544962,2021-01-24,haifaa__kh,Haifaa,@GoRafeeq 👎🏻 الخدمه صارت سيئه للاسف بدال خدمة التوصيل مجانا حلوا مشكلة التاخير,ar,,,,,
657,1353281114534801409,2021-01-24,zayedal59461194,Zayed Almazrouei,@GoRafeeq متى بيكون توصيل لجميع دول الخليج,ar,,,,,
658,1353250400711880704,2021-01-24,tbakh_alwaldah,طباخ الوالدة,@AYSHAAH79082615 @CarriageQatar @GoRafeeq @snoonu_qa الرجاء الاتصال على 44446767,ar,,,,,
659,1353248907464232960,2021-01-24,carriageqatar,Carriage Qatar,"@AYSHAAH79082615 @tbakh_alwaldah @GoRafeeq @snoonu_qa مرحبا, ليس لدينا مقر في الوقت الحالي, يمكنك مراسلتنا عبر الرسائل الخاصة باستفساراتكم واسئلتكم وسيتم مساعدتك",ar,,,,,
660,1353246387236958210,2021-01-24,ayshaah79082615,AYSHA AHMAD,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa وين مكانكم هل ممكن ترسلون لي الموقع على الواتساب ؟,ar,,,,,
662,1353050375721512960,2021-01-23,2althani,Me,@GoRafeeq تستهبلون ؟!! اعطيك رقم الطلب تحل المشكله شلون !! بترجع لأمس وتسلمني الطلب في معاده ؟!!! كل طلباتكم تتاخر بس في تأخر معقول ( مع انه مش مسموح ) بس الطلبات اللي تتاخر ساعه وساعتين مش مقبوله ابدا ! #قطر #قطر2020 #gorafeeq #rafeeq,ar,,,,,
666,1352706572133281798,2021-01-22,2althani,Me,@GoRafeeq رفيق لى متى الخدمه التعبانه والتوصيل اللي ياخذ فوق الساعتين ! حاطين كل مطاعم قطر في البرنامج وماحطيتوا سواقين كفايه السواق يوصل كذا طلب مع بعض ! تتاخرون في استلام الطلب بالساعه واكثر لدرجة ان المطعم هو اللي يتصل يعتذر لنا والكول سنتر تخلون المكالمه هولد تالي تقطعونها !,ar,,,,,
667,1352622506285404163,2021-01-22,falkubaisi91111,Falkubaisi9111,@GoRafeeq هههههههه ساعتين وزود وماوصل الطلب,ar,,,,,
668,1352612218131636233,2021-01-22,falkubaisi91111,Falkubaisi9111,@GoRafeeq السلام عليكم ورحمة الله وبركاته... بصراحه انا ثاني مرة اتعامل معاكم  وللاسف طبعا اخر مرة بتكون نرجع حق طلبات او كاريدج خدمتهم بالنسبه لي غير لان انتو من طلبت الطلب صار له اكثر من ساعه ونص وللحين في التتبع يعطيني تحت التحضير وانا طالب باستا عيل لو طالب ذبيحه شنو الوقت بيكون وشكراً,ar,,,,,
669,1352542093080715264,2021-01-22,tbakh_alwaldah,طباخ الوالدة,@AYSHAAH79082615 @CarriageQatar @GoRafeeq @snoonu_qa مرحبا ومسهلا التوصيل متوفر مع شركات التوصيل ومناديب,ar,,,,,
670,1352491245201993731,2021-01-22,ayshaah79082615,AYSHA AHMAD,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa هل عندكم توصيل ?,ar,,,,,
671,1352327949027057665,2021-01-21,aksharawi,Kareem Sharawi,@GoRafeeq Speak to your call center Supervisor “Hamza” and he will explain to you the issue.,en,,,,,
673,1352315944975085570,2021-01-21,aksharawi,Kareem Sharawi,@GoRafeeq the worst delivery application and service I place an order at 6:36 it’s 9 and the order is not delivered yet. #fail اسوء خدمة و تطبيق بجدارة #Doha #Qatar,en,,,,,
674,1352309665607114761,2021-01-21,alkhor_live,#الخور_2022 🇶🇦,شراكة بين رفيق @GoRafeeq والخطوط الجوية القطرية @qatarairwaysar    https://t.co/91xJfv8i46,ar,,,,,
675,1352237173613981708,2021-01-21,snoonu_qa,سنونو snoonu,@HamadAljumaily @CarriageQatar @talabatQA @GoRafeeq الأخ العزيز / حمد الجميلي ، تم عمل اللازم منذ الصباح حيث أنه يتم إيقاف الدراجات في حالة الهواء الشديد ، الأمطار ، فترة الظُهر صيفاً ، البرد الشديد من ٩مسائاً حتى ال ٦ صباحاً ، ويتم العمل بالسيارات في هذه الفترة ، لك جزيل الشكر والتقدير على ملاحظاتك وأهتمامك,ar,,,,,
677,1352191962401677312,2021-01-21,hamadaljumaily,حمد عبدالله الجميلي,لعنايتكم:  @CarriageQatar @talabatQA @snoonu_qa @GoRafeeq  الجو غير مناسب لتوصيل الطلبات بالدراجات، وأرواح السواقين أهم من وجبات العملاء.  شكرًا.,ar,,,,,
680,1352105028601978887,2021-01-21,tbakh_alwaldah,طباخ الوالدة,@bughanim83 @AYSHAAH79082615 @CarriageQatar @GoRafeeq @snoonu_qa ابشروا انشاءالله والحجز المسبق افضل,ar,,,,,
681,1351984283309772806,2021-01-20,proxy_qtr,Proxy,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa @bna_ar انتبهوا لايشوفه حمد سلندر ويلعوزكم اتصالات  طططططرررررشووووله 🤚😂,ar,,,,,
682,1351943692802793475,2021-01-20,k_h_l_h,khalifa Al-Hammadi,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa اح,ar,,,,,
683,1351869343928377344,2021-01-20,aliturky22789,تركي بن علي العرابيد الشهواني,@GoRafeeq الغلط من الزبون والى السايق و الى المطعم  https://t.co/sQQCk8cPfa,ar,,,,,
684,1351845195285995523,2021-01-20,noorqtrrr,noor,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa صار في خاطري 😩,ar,,,,,
685,1351833396608184320,2021-01-20,bughanim83,abdulaziz,@tbakh_alwaldah @AYSHAAH79082615 @CarriageQatar @GoRafeeq @snoonu_qa السلام عليكم .. يارت تكثر عدد  وجبه الهريس لان يخلص بسرعة,ar,,,,,
686,1351597007463448578,2021-01-19,qatar1131013349,قطـــ ريم ـــــر 🇶🇦,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa بالتوفيق 🍒🍒🍒🍒,ar,,,,,
687,1351578253228728323,2021-01-19,tbakh_alwaldah,طباخ الوالدة,@AYSHAAH79082615 @CarriageQatar @GoRafeeq @snoonu_qa متوفر الهريس يومياً والاصناف الثانيه كلها شرفونا,ar,,,,,
688,1351578053458145282,2021-01-19,tbakh_alwaldah,طباخ الوالدة,@Dstorna @CarriageQatar @GoRafeeq @snoonu_qa تشرف اخوي العزيز,ar,,,,,
689,1351577908037484545,2021-01-19,tbakh_alwaldah,طباخ الوالدة,@ulmhn7 @Dstorna @CarriageQatar @GoRafeeq @snoonu_qa بالعافيه وشرفتنا ويامرحبا ومسهلا,ar,,,,,
690,1351552752049119237,2021-01-19,dstorna,عبدالله الشلاحي,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa ما دام العيش شيلاني لازم نجربه 😊,ar,,,,,
691,1351509786588680194,2021-01-19,jmjhutum0kblxz9,برلين,@tbakh_alwaldah @CarriageQatar @GoRafeeq @snoonu_qa نبي نطرش صحن حق ملك السلندرات,ar,,,,,
